1311327484,964.463416485
574713058,59.5612911347
566892831,390.143464884
1637659691,471.701908812
1370314548,1637.75392624
1748870608,427.625055713
802488694,794.578456211
1076084230,88.4875659848
500544306,1.57138618926
1370220268,161.476079983
100000225875267,91.201701001
654546392,111.195940682
1080133324,1179.77620039
544306974,482.048181437
746654670,347.054198452
1362210566,260.801483354
1847749851,476.793198331
1374810054,586.315332363
1356854202,195.933442642
1081721737,148.390013047
1371501394,411.477824802
1425260412,308.101973174
1275713110,266.54658644
1404707599,742.659452266
100001130352329,339.17903438
612928942,524.368839299
100002600253669,191.796675996
8377447,343.161917496
1781434714,29.939007915
574202852,364.240060111
697971941,115.590112964
1274427378,455.785103473
691259063,293.363044082
630193176,612.481571533
1108410214,1148.0809539
1303567212,87.2963158898
1173553458,318.657746139
789775513,387.65067018
1386613327,133.284302444
1270305795,245.506853305
1492836968,624.275484932
1173365430,404.847555511
1374810116,243.20311169
1510335310,826.666870717
511260177,541.186672121
1434721860,224.62161773
631315249,301.258952788
1331380757,376.357997956
629449649,261.72678555
1528592448,274.58280015
1124452590,104.52651785
662159515,304.846493499
663876203,249.047250841
1234710571,27.136762984
1083553522,168.569080558
573382004,292.654629867
630694922,467.849434438
1019478269,653.694429799
659293382,72.1293755066
851599473,106.403012703
689671028,282.32354188
541959250,361.191583714
100000005965848,1491.52355605
643242081,226.236983026
1023426546,448.651034542
1383300746,719.268780162
542755719,373.045792602
1347563964,135.433896857
1067433032,545.613333895
1752571771,34.8092605259
1327464012,27.685439902
1340940275,90.153469689
1692487891,289.585053661
1209976025,717.780772233
558840314,16.0152574717
1563383246,40.9060592099
1358310547,1.41006204241
595120311,449.525010925
747226906,382.619461841
1509677296,639.1041445
1603986229,80.9858920191
1618037624,500.691710643
1181761090,875.928396698
594789492,320.450884403
1597676986,687.899454388
1505942200,366.68274984
533747952,133.881430063
100001661973878,35.6383186955
675136307,389.125241654
517768229,57.4378616898
100000445490562,289.325899841
682547937,189.529938813
1365510293,382.850619435
1474997696,281.40621487
501753919,712.193453583
1419982024,51.4516248036
100000579920181,422.801678993
1027804707,318.09130565
589183597,552.917650898
100001185060347,129.126918787
559233349,640.142238272
100000933176129,163.088425688
737730288,342.355730196
1545457734,280.016256943
1526874085,62.1681801234
1295803766,270.66078562
1474986492,10.3580475836
559467850,751.00438659
1260750116,420.705490877
607350276,698.626291726
884405509,280.419499887
854065639,284.87083369
1326064587,201.533468133
608974255,59.7651351601
583378273,157.219020946
649024082,135.149275176
1371840445,116.073041551
1226274126,181.494151312
1244580005,79.7249457316
590674487,75.2973304026
1059063253,49.8771034415
555806592,303.12227847
507019423,80.4795905018
504098366,6.96891130076
1374071414,66.8044000283
635233785,178.91990713
100001193338158,12.3310970908
690215007,1013.48371476
100000515450450,220.134123489
1104219401,21.3884091427
1483245940,174.165627019
740420762,481.648266304
4800349,28.2563881051
1008783506,494.502171524
1103373986,185.741927638
1367220489,374.207872587
522368974,27.3073987387
1325295869,749.251189272
1367514552,509.263923326
1087324794,377.135733925
1243380298,195.366315882
1194721530,15.3121263363
664255324,235.793546068
680071248,3.35781344996
745273644,2.12476586643
100000092202252,314.529308651
721382938,289.912047131
683421963,552.31511619
1053159464,719.597236472
100000459691883,2.64248837051
1222287247,71.4159141936
606110943,292.845868186
520183558,395.7205935
598608131,483.965881419
791267763,413.372783945
672256013,342.094680102
1712541233,105.614090525
809068770,293.196162347
547640410,55.2465853711
573646756,332.533407076
1054830114,1011.76580619
1054830110,503.288276678
100001395132305,381.115839451
1012713312,683.530819799
686468052,8.39350783113
1072344752,696.537910238
519876613,985.162268202
1038484414,129.183669749
557111801,189.370704781
1399091106,300.918707072
100000980360076,2.48340363274
547471230,339.172605109
1317852029,1133.4721393
100001795684467,229.851519453
705523061,176.054142442
1307564139,21.4605325657
1158344427,520.568410239
1068017981,58.822300557
662655627,189.774063307
832378078,392.900384655
1090080195,2.7948982242
1320770707,338.396527026
635176257,917.72624643
625685988,21.3544134667
1365510122,1021.40262677
1047510083,51.5929098505
1330506182,808.304033391
559056352,466.114178399
640308553,28.3185858889
643284888,96.1812425584
1619014945,127.234574696
24804602,21.9026930702
530244056,27.3395884396
754581701,79.6546066121
528332315,528.685936174
729778646,226.198626522
100001244104474,127.31957111
617784040,281.288588098
100001034969132,60.4080045172
1339957974,546.110320193
588324166,834.736588878
540280045,176.073516943
593158371,138.176125622
1336620208,29.0857930219
543444198,317.086829503
1165237645,164.746108594
565111208,473.399149796
508426724,3.32935128187
649072232,211.676438526
550735096,28.2365512743
1198114407,290.087761287
1037940025,300.000831045
1084050273,1162.3044312
1025771212,332.796443743
1448843712,132.516242891
540082609,720.963608364
714430606,7.08570732481
1118734208,99.4374388443
599456557,13.6096552478
635361257,268.189120826
737279844,760.269551932
1216930145,36.2447218027
529363785,356.99703068
1129145010,38.5676826044
1341185932,415.081742096
1788865440,720.457126249
1377273136,40.1557126605
1318072496,23.0475801714
1017642489,19.2972055182
100000202507119,55.2580569251
533906666,72.1213136336
809995057,389.073778587
1206835158,346.812925953
501647455,58.9044796496
1358790249,2.05090870725
507004260,159.284847008
1102585158,36.1598409713
563121229,468.601511834
784320808,419.839219988
100000123800498,688.236145944
642473638,56.5383921616
1268863025,108.512723961
