@relation user_cluster

@attribute UID numeric
@attribute DIFF numeric

@data
574819709,635.937320602
1327671144,1362.86015336
760068823,472.609288194
1335181035,48.9102083333
1234710672,172.17068287
1834563415,1013.3315162
612906003,2412.80300926
1387894304,-172.499508102
558463582,307.809166667
1358280412,369.678819444
100003997630977,1219.15427083
676254147,534.375529514
722917775,1593.81938657
100000201066019,-47.4523090278
1501572983,1284.28094462
100002841947725,1613.30342593
666183036,2207.21828704
898230098,959.145243056
100003248025548,1013.34925926
1493739441,737.59508157
547170373,2355.04528935
1213338412,2072.23560185
1348122910,413.540416667
1158261783,837.899829282
671150648,1297.04143519
1071152486,1956.83452932
1152754467,8.84674768522
100001105766150,2371.66675926
100001733696926,688.532025463
1054830132,84.7005787037
598585060,1156.80574074
1458673660,219.133666088
1015080040,221.930444444
430740,2006.94792824
1439157558,736.635968364
100000177915834,692.151712963
1844646450,202.565489969
666292405,1143.19311343
1473160861,-527.97291088
613080153,15.9679224537
520304485,-444.664230324
751840592,1996.11177083
668206947,169.007685185
1324687832,398.755185185
1253238787,1101.65405093
762082268,79.7320775463
1050054859,702.989966299
1619379948,1170.38783854
1299866963,1146.27707899
1382426398,-952.835891204
503942798,776.932744342
1406416764,1251.93347994
100000083980409,427.800865162
1580953780,-501.495688657
1363350158,29.1412268518
820723937,1292.56507523
643773884,1534.09282407
1329814736,2613.97768519
559739502,1931.10651235
1141800523,1021.91149306
1461894066,-15.8387152777
563652714,656.341709105
1786965021,265.968171296
641470678,-501.368402778
789143922,497.977033179
881195141,-764.841527778
826144618,548.611018519
793076981,1513.63075562
782944270,895.063134404
1519756705,2252.03118056
100000142440942,489.415068158
1473146013,0.57373842597
1468110445,695.937228009
1468110440,2473.16799769
618163622,245.944803241
620589217,644.573229167
1044030103,1911.32987847
611351193,391.061585648
781012782,1404.36020448
100001806505167,681.77371142
100001714703261,602.564884259
614761661,497.261246142
100001447122968,1103.01347222
520528955,1262.16832369
608668987,2128.09291667
642146727,3.69848765433
1666925131,325.053025794
1441522462,1547.02564548
689828697,3436.24763889
100000290372938,1526.99050347
689191836,2372.55814815
702041251,2541.21103009
1110042107,1827.78923611
1422127513,-607.02443287
1382520759,1312.01943287
502270183,1918.96797454
542755719,159.82083912
1389195126,600.737903439
1125120811,650.728148148
768968125,-308.968761574
1139168211,1985.29370756
628203407,762.663767361
1318696709,1992.92201389
1030312320,1477.53941262
560437668,148.985810185
1261899191,1008.13479167
871740586,687.21822338
542709295,188.371273148
575007391,-209.267729828
1638534029,1140.85061921
1510993933,250.677234439
514325838,1056.09074363
676592764,2051.68630787
578781081,1591.16880787
630972897,-750.057916667
650570596,-84.2111429398
100002392536038,557.919715471
1413333600,2233.14828704
1324085656,-479.408302469
608921106,271.418842593
722684155,92.2075198413
569066532,0.242673611152
760527001,1717.0371412
1429092343,-272.021674383
723233351,1450.40746528
587088183,194.131176698
651238065,0.930115740746
653904484,654.748782793
550912462,1209.24503142
100001832752305,1416.5555136
1368840276,0.0144097221782
658902265,142.001983025
1373695342,1048.9819946
654257777,2263.72377025
1362255846,938.053483796
100000395868837,-560.794097222
689460211,367.689895833
1274836895,342.00938447
1315173359,493.787048611
561541963,-60.1619675925
100001077297978,615.147710648
1435860211,530.9325
1160471205,47.7555439814
1425964390,-162.919652778
708823184,2784.82375
1669347381,1566.02994792
1301323929,-670.201105324
1579340565,-680.49775463
554548379,-363.972650463
1308572260,-136.495471644
1197150189,49.6610030864
633725633,474.182928241
1366210969,1377.49314815
1369442279,2063.20924769
695429250,859.157916667
100000707754910,1618.77543981
1643903765,2424.76012731
1096720337,1370.1319494
525198721,991.43996142
737900400,-249.18712963
609688695,452.589103009
100001321711153,2153.58052083
100000121775541,548.725167824
100000518952252,-143.845489969
546103374,1223.50084105
1731858836,622.134131944
638098928,-651.161183449
555206047,1206.56470486
551545125,116.414293981
684119528,359.714363426
1433992528,2007.17189815
100000250532691,395.609837963
564824086,-305.37474537
717868388,1495.74902778
750378828,1306.73134259
1546200069,1289.80237397
1038592459,2656.81747685
806195482,450.87255787
724089788,744.35299537
1411023298,6.98539351847
1311587426,207.768833333
791594842,44.7870360725
591631140,328.531603009
717540300,-519.192523148
702281115,884.419756944
1063079467,1446.31731771
735964681,1560.4274537
812400175,195.542858796
1327274827,2736.91769676
1144140408,77.9186458334
100000021409783,-261.201944444
1004943212,1240.85689815
100000010347002,894.040694444
1085228536,-216.338344907
1369477945,3.44684606482
1373700291,796.812298097
1040045282,243.654872685
510876055,1011.6426918
567083107,618.222422839
1488180586,1999.89288194
1352507771,780.057395833
1238610411,1258.31938079
529363785,138.361921296
1086135443,1068.85761739
798713533,89.7219251543
1425803816,-58.8987615741
1065001486,2007.92730324
100000262629900,737.181105324
706132468,772.748214699
1345560079,1264.35571759
727166718,674.032253086
1155041601,-315.142013889
1363135836,1145.9684617
1822668406,145.720337577
724457999,1387.33363426
100000150854591,1126.00196181
1300962839,-489.124571759
645589737,-0.861956018489
1031904172,2536.86469907
612163837,-190.094849537
594316246,1983.16990741
100000865938788,2339.57653935
1243680087,1763.89810185
690597092,992.72640625
1663054655,611.028993056
1356637577,1829.10414352
598662791,-284.619033565
100001010892833,2693.9634375
100000841816221,932.698240741
676133147,778.700850694
1207355403,1047.83696263
670896106,1388.53980008
1338090505,2077.58898148
1850942513,-363.084039352
714145619,511.303865741
1406396190,733.556180556
528763277,233.18396412
1628787101,795.31902392
100000701870026,-98.4225115741
560206486,-21.9711689815
551028520,971.616730324
663613839,35.1009953704
550100954,252.850289352
1678470032,173.230138889
578659647,843.25380787
100000745277134,302.490397377
523952033,2367.49287616
591944000,2112.56730324
100000446247777,1002.60090741
611455818,279.876342593
100001337747859,-14.7793055555
704207360,896.633530093
1415032708,56.0574791667
1343979084,-625.766516204
100001784389116,1096.27765741
1268863025,965.318096065
531436355,-429.321018518
639527681,1592.5726466
906490031,698.381695602
650391844,-133.10510706
1675133028,1303.0804375
701240630,1991.78513889
1782746482,2143.41969329
1638615923,1722.34929977
1341540022,9.68086805556
1100364712,-107.161927083
1180993552,-124.053518519
739903905,-391.155949074
572195610,994.838614005
635131114,380.314409722
1372061474,2129.05667824
591839298,-3.06135416671
682793133,2855.14668981
802815646,503.139291667
100003223884055,984.918350694
799385522,2056.04578704
1057501435,1034.87125579
1352700288,331.891412037
413753,1465.10309028
782220819,937.616626157
766531662,248.939001736
1566878766,48.5604591049
1015433888,215.183018519
1498683246,21.0181944445
1307610963,536.713703704
1321587466,557.533912037
1342977910,728.800534722
1371743275,1293.06475694
807220261,868.60056713
660895624,1105.57205633
100000036420302,336.037592593
1212648485,-34.1433101852
1368751615,1992.71724537
748716444,1473.59506366
1234710514,809.932372685
1189425648,-693.891782407
1234710517,1234.96863426
712006196,52.8861342593
677242078,14.8359027777
1275602386,1978.09299769
1524189913,394.465872685
504170251,2987.72793981
1411521340,274.225243056
719663700,1469.64039352
1110025260,265.133726852
1371840591,1597.20383391
1417540374,699.109537037
768842812,1412.80205633
741120813,842.045158179
518309253,742.044735725
1154108679,-26.9357060185
100004335276058,714.58268287
1340460181,1752.99471644
609546746,692.954019097
1448274671,638.763599537
548897906,1.27144675923
592021552,893.708368056
1106610097,2527.20361111
551825700,303.896412037
100001802983912,948.701820023
1359320335,-652.950833333
100000008930845,160.630208333
100000021290433,297.084493056
1078751857,-340.947237654
1440013590,49.7620949075
683733028,1491.16581019
522267363,2062.4846412
1194901451,44.7850330688
713457594,2380.69638889
1278387247,1351.84815972
1363350174,1252.92684028
719459675,228.762916667
100002542192490,0.976423611166
520719410,1894.86912037
584962927,9.80462962959
100001799552555,2360.64445602
1387800106,1312.86163194
686120630,354.990219907
504170212,3156.7206713
100000449293382,1380.20015625
100000102099827,-144.835653935
640943781,2499.57887731
728367401,2459.74297454
1387081133,871.553217593
1311942828,859.161458333
1302432606,1214.66890046
1009517384,851.865891204
680832770,1120.71565642
1056341919,-600.034305556
1561504045,184.13650463
602041997,2056.20299769
1474365984,324.067418981
100000700714870,546.703701989
1114011698,1638.20578704
291500109,520.01037037
1124216337,38.8178009259
1628140405,2216.53152778
745748661,270.72525463
1194721285,1756.55193866
429292,-760.845543982
429293,1616.44288773
1321551739,1445.17667824
534998524,-1031.09971065
583004773,560.361059028
1526042804,1207.45590278
1461723996,-303.012806713
502775508,1333.70007523
1372131663,1937.0249537
1072593333,396.263663194
771108581,818.966511574
787874917,1183.77379051
552961084,1603.67636188
630575760,179.726770833
631315249,241.337309028
515263958,151.134791667
94600526,1549.3424267
1341660588,14.6459259259
1416037933,22.8442939814
1408503739,56.9943287037
720941204,12.2776388889
100000447566236,539.624594907
721313661,1999.94802083
565833451,633.410165895
1519767871,-583.896886574
1403791362,-167.956273148
1364746923,-1026.05451389
1244319530,1202.4763831
1194720882,-301.177638889
1488330206,-10.8821064815
1390368527,348.062471065
100004056261979,153.693155864
623772624,32.081246142
1242330079,1333.95372222
506311148,1273.18185185
644160484,1031.55236111
531177756,1525.09614005
760033573,2192.02935185
638700643,28.2060850695
580554244,377.082604167
1314202266,973.648128858
28404807,-330.968541667
656848385,965.936998457
1041505676,2451.49131366
1362210272,697.495758102
627311059,733.706242284
1316210741,1079.39216667
508259527,1211.20669271
1370076127,-141.119829696
679570313,1846.66381944
100000190543586,2885.66355324
1096891093,687.698399884
100001094191978,157.183043981
1366350080,1620.46125463
1335180737,1188.79319444
535692112,2046.14396991
1455634180,2489.93806134
607066662,884.756429398
1433529287,1771.96303241
1421556948,-18.6879976852
676969232,-402.901643518
1443228552,1317.55743827
822014287,1455.92580729
100002492875473,1177.1728125
1117500025,493.320980903
1195708001,1357.14250579
1003996518,1920.81247685
526819602,12.1400578704
1140945172,204.056949891
100001112589669,593.425680941
598842059,675.375653935
1107231061,537.899143519
644376205,1732.43039931
1329592612,1.71967592591
525028752,-103.76599537
571564246,1304.2975
1355257956,1294.01935185
654087786,1748.17332176
1341696836,2127.79232639
1371840239,573.603899177
559196662,1387.98657407
814580000,-75.1914351851
1194076269,583.44931713
1198189940,1.013900463
522368974,21.8758449074
100001522147128,1131.17907986
690806321,2242.80251157
1298852578,-171.270081019
679943975,1942.60121197
1363740658,1978.1896713
1234710567,246.683472222
1375985944,42.0846180556
624272827,543.779830247
596087756,-756.273483796
1347355013,12.1958333333
771393351,-1108.9715625
1081774486,2424.1199537
501588003,1205.20810185
521283933,-812.803877315
1410674198,2134.77534144
1171843644,2530.61863426
1263133788,579.399390432
773137844,1301.3796875
673254064,1093.54436053
100000290116509,1165.94645833
1459620076,858.493159722
100000811004283,329.071679098
1078424694,540.063217593
668914815,264.807771991
674792905,1137.21635417
1366696349,22.6410185185
623555743,1326.13824074
661719871,168.908113426
609924102,1340.2165625
597197572,966.691273148
1339710893,2002.23203704
1332330097,15.6971180555
100000001071758,1710.89195023
1356591959,381.517922454
100000258508349,177.717118056
714301264,1971.68519676
1048756267,2136.87434414
507994383,-403.31162037
797150561,1410.18879919
640439857,46.9498611111
516842820,769.586556713
831897973,1994.7121875
714208293,-200.900914352
538557330,1427.02140625
747999046,940.336788837
572653438,1646.40710359
1373700273,1104.93847801
601569007,584.849807099
1373700278,1659.48273727
703097,2811.71148148
517290230,2300.84908565
655021759,-342.949930556
599842812,1989.07490741
1408446105,1173.69905478
1259747298,769.985328704
527341176,-381.651890914
1067542166,920.549918981
682823429,2103.11280093
1363350583,-20.461412037
1379507036,247.058306327
100000850573944,994.916293724
100000515083196,797.603828125
1101180098,-11.7341087963
611057833,160.93962963
1361640001,1016.17621528
100000927307254,1052.31433485
743251879,68.6415509259
1280170893,95.0714699074
505168503,420.898599537
607752529,2528.31267361
100000865042347,-538.26318287
1058700720,1141.05311343
100000162904030,738.512607639
1842511910,347.704594907
1486410155,905.872587449
100001625327931,1777.03446759
100000159066753,359.594613095
1372083964,-396.02103588
1434540136,-807.939027778
703004069,1047.95124614
703487863,526.043576389
616259378,-291.6284375
1295600188,1331.86332176
644761363,2228.19412616
100000009261216,1.21777777781
1171402709,285.707546296
1274350635,900.076875
616019387,406.577347222
642131133,1316.78049769
1019297305,363.006203704
720603259,0.620787037071
530308518,1404.60354456
1176411595,308.45494213
1542890897,310.662181713
1766222531,737.39509838
1194721540,517.552758488
1507873842,1038.23814236
640084061,2110.83537037
1334370882,-162.118657407
1054710119,297.256186343
734321382,347.850173611
691983651,401.436449653
1048501260,128.144699074
500646897,1785.97454167
599499594,112.359780093
540359528,811.112326389
539491556,0.112476851908
570562423,1285.20753472
506841080,-90.4508449074
597722532,2016.32167052
622612322,-417.921927083
100000146160140,1492.209496
100003483206666,1552.88918981
1469094667,374.31660108
715140728,-157.536082176
672915486,-1.92040509265
1197596131,1402.87239583
1536795718,735.885901492
675295869,578.967872685
1615479949,6.40559027775
679813030,-33.9060069445
100000421641851,828.412213542
693516017,1830.87064043
100004554783014,625.571400463
1426770638,1039.39206308
758195983,1994.83027778
1424934417,1394.14842207
100003246499481,1189.17540972
1422046495,1840.70763889
1016334501,-936.522418982
777810334,598.344103009
569203424,1103.05369792
1214109,-229.513611111
100000424212388,1299.84621528
634871065,2753.62511574
100002931184509,662.919135802
776852832,883.94257716
1381026544,-122.774675926
1206354185,-952.05943287
100002016802619,1023.14875
571902916,-262.786770833
685130799,24.7416666667
1404346098,1652.24006559
815474185,1994.0508912
659970389,965.709151235
765189117,1378.95969522
1274116072,1603.16894676
840506309,1063.4725
100000130153318,2119.78927083
655462149,659.027103175
562003868,1822.54885031
1545796797,647.008396991
747303046,-308.855648148
607047844,802.255034722
1366470084,817.965706019
722073117,366.008576389
100000071945912,1926.65355324
1077105243,200.738032407
733752973,2532.0187037
1374810043,759.75693287
1014595136,529.522563657
666781320,320.218738426
100000130599792,3.10491898144
1605360073,1011.36717593
4812303,934.840231481
505929256,1.18696759257
1479510182,1246.94513889
602192166,1436.57750694
728851900,731.6676875
656001239,-34.6476793981
1052914420,212.343009259
517495178,1847.67682099
565060521,288.157222222
100001386037499,1308.53324074
509276259,1611.98618897
1242632086,2384.94762731
775822380,-1068.75349537
1413710403,1918.93140625
1431126654,322.106319444
1106179515,95.639050926
1195026179,516.195960648
1165237645,1060.94826389
1831749173,1686.12358796
674008010,-463.455648148
1071300222,128.033541667
100001053211420,355.996215278
1082333479,797.171122685
802310327,1438.90846065
1207233346,978.516671928
688735825,649.610438368
548261461,271.309083333
1450816956,-353.545277778
1020423214,305.039849537
100000354956822,560.768953993
657686873,-236.510281636
635274568,1171.61214699
605212356,50.1675925925
1300176340,-264.863611111
100001194762457,-325.211863426
1363045661,2000.76127894
1054830157,723.987638889
1346886148,-154.035146605
1194722042,2295.4653588
687551685,-31.2880902778
771583741,1608.23428472
811885343,-130.269571759
1115163814,160.934803241
1539007046,1989.07115741
1578783303,1410.84758102
613350425,2354.77478009
829795230,-768.76349537
642543766,-334.949209105
817315400,1203.41865575
1330830626,1700.42616319
1405136936,-44.8516342593
1628396652,976.590225694
1240896272,2033.24793981
754602683,1957.69128762
100000154941548,194.350968364
1037765974,2266.12270833
558637111,2053.19322917
1279934133,616.076302083
622357315,866.644826389
3600910,1976.50732639
1370664716,2244.06332176
775262436,2357.85597222
1673673650,-118.789016204
605893800,540.108287037
562836519,34.6471026235
100001639591189,124.908148148
674418125,-49.9073726851
